order_date,region,category,revenue,profit,quantity,month,season
2022-09-21,France,Apparel,330,82.5,3,9,Autumn
2023-05-25,Japan,Books,80,20.0,1,5,Spring
2023-07-26,Brazil,Electronics,597,149.25,3,7,Summer
2025-03-24,India,Electronics,4495,1123.75,5,3,Spring
2023-10-09,Germany,Apparel,59,14.75,1,10,Autumn
2024-04-05,Canada,Electronics,199,49.75,1,4,Spring
2024-12-27,Brazil,Sports,25,6.25,1,12,Winter
2024-05-16,Japan,Home & Kitchen,798,199.5,2,5,Spring
2025-06-11,UK,Sports,25,6.25,1,6,Summer
2025-01-23,Brazil,Electronics,899,224.75,1,1,Winter
2025-03-08,Brazil,Apparel,440,110.0,4,3,Spring
2025-04-19,Germany,Books,516,129.0,4,4,Spring
2023-09-16,Brazil,Home & Kitchen,99,24.75,1,9,Autumn
2023-06-06,UK,Electronics,1145,286.25,5,6,Summer
2024-01-04,Japan,Sports,25,6.25,1,1,Winter
2022-09-30,China,Toys,796,199.0,4,9,Autumn
2025-06-28,China,Toys,295,73.75,5,6,Summer
2023-11-10,USA,Electronics,2997,749.25,3,11,Autumn
2025-07-06,Australia,Books,645,161.25,5,7,Summer
2025-03-05,Canada,Electronics,199,49.75,1,3,Spring
2024-01-22,USA,Sports,50,12.5,2,1,Winter
2023-03-12,USA,Home & Kitchen,297,74.25,3,3,Spring
2025-04-24,Brazil,Toys,118,29.5,2,4,Spring
2022-10-27,Japan,Electronics,995,248.75,5,10,Autumn
2023-03-21,Australia,Electronics,1998,499.5,2,3,Spring
2023-05-17,Germany,Toys,59,14.75,1,5,Spring
2023-05-06,UK,Electronics,1145,286.25,5,5,Spring
2023-07-11,India,Sports,100,25.0,4,7,Summer
2022-12-23,UK,Apparel,550,137.5,5,12,Winter
2023-02-16,China,Books,240,60.0,3,2,Winter
2022-10-11,UK,Home & Kitchen,1197,299.25,3,10,Autumn
2024-05-25,France,Apparel,110,27.5,1,5,Spring
2023-04-17,China,Home & Kitchen,399,99.75,1,4,Spring
2022-11-13,USA,Apparel,110,27.5,1,11,Autumn
2025-07-07,Canada,Apparel,480,120.0,4,7,Summer
2024-06-03,Japan,Electronics,3996,999.0,4,6,Summer
2024-05-23,France,Apparel,118,29.5,2,5,Spring
2025-07-07,Brazil,Apparel,440,110.0,4,7,Summer
2024-09-22,China,Home & Kitchen,99,24.75,1,9,Autumn
2023-06-14,India,Sports,745,186.25,5,6,Summer
2022-12-01,France,Electronics,687,171.75,3,12,Winter
2025-07-11,China,Apparel,295,73.75,5,7,Summer
2023-04-11,Germany,Electronics,1998,499.5,2,4,Spring
2023-09-08,Canada,Electronics,3996,999.0,4,9,Autumn
2023-09-03,India,Sports,100,25.0,4,9,Autumn
2023-05-21,Canada,Electronics,995,248.75,5,5,Spring
2022-10-29,Japan,Electronics,199,49.75,1,10,Autumn
2024-09-28,Australia,Electronics,2997,749.25,3,9,Autumn
2023-05-29,Germany,Sports,298,74.5,2,5,Spring
2023-02-11,India,Toys,236,59.0,4,2,Winter
2025-03-23,UK,Apparel,440,110.0,4,3,Spring
2024-07-01,China,Apparel,440,110.0,4,7,Summer
2025-06-02,China,Books,240,60.0,3,6,Summer
2022-10-14,Canada,Electronics,597,149.25,3,10,Autumn
2024-08-04,Brazil,Apparel,59,14.75,1,8,Summer
2024-06-27,Brazil,Books,645,161.25,5,6,Summer
2024-03-22,France,Books,240,60.0,3,3,Spring
2025-03-04,UK,Apparel,480,120.0,4,3,Spring
2023-08-25,India,Books,320,80.0,4,8,Summer
2022-10-24,USA,Toys,597,149.25,3,10,Autumn
2025-02-26,France,Electronics,687,171.75,3,2,Winter
2023-05-27,India,Sports,596,149.0,4,5,Spring
2023-11-02,UK,Electronics,4495,1123.75,5,11,Autumn
2024-03-08,China,Home & Kitchen,1197,299.25,3,3,Spring
2024-04-13,Germany,Toys,59,14.75,1,4,Spring
2024-12-13,Brazil,Home & Kitchen,798,199.5,2,12,Winter
2024-08-04,Japan,Electronics,1998,499.5,2,8,Summer
2024-08-24,India,Apparel,600,150.0,5,8,Summer
2024-01-12,Canada,Electronics,3596,899.0,4,1,Winter
2024-03-18,India,Home & Kitchen,198,49.5,2,3,Spring
2024-01-24,Canada,Electronics,1998,499.5,2,1,Winter
2023-09-13,Australia,Toys,995,248.75,5,9,Autumn
2024-02-06,UK,Toys,59,14.75,1,2,Winter
2025-08-09,Australia,Electronics,1145,286.25,5,8,Summer
2023-02-02,Australia,Books,160,40.0,2,2,Winter
2024-08-13,UK,Electronics,4995,1248.75,5,8,Summer
2024-02-06,Canada,Sports,149,37.25,1,2,Winter
2023-09-28,Germany,Electronics,1798,449.5,2,9,Autumn
2024-08-25,France,Electronics,995,248.75,5,8,Summer
2025-03-24,UK,Books,240,60.0,3,3,Spring
2024-03-12,UK,Electronics,1798,449.5,2,3,Spring
2022-11-04,Australia,Home & Kitchen,1995,498.75,5,11,Autumn
2024-02-29,USA,Electronics,995,248.75,5,2,Winter
2025-03-21,India,Books,320,80.0,4,3,Spring
2025-06-16,UK,Home & Kitchen,798,199.5,2,6,Summer
2024-02-12,Australia,Home & Kitchen,1596,399.0,4,2,Winter
2024-12-04,UK,Sports,125,31.25,5,12,Winter
2025-03-02,Japan,Toys,796,199.0,4,3,Spring
2025-04-04,France,Electronics,916,229.0,4,4,Spring
2023-11-01,USA,Electronics,1998,499.5,2,11,Autumn
2023-08-21,Australia,Books,160,40.0,2,8,Summer
2023-02-20,Australia,Electronics,199,49.75,1,2,Winter
2025-03-16,France,Electronics,899,224.75,1,3,Spring
2025-01-22,China,Sports,596,149.0,4,1,Winter
2024-05-22,China,Home & Kitchen,297,74.25,3,5,Spring
2024-08-23,India,Apparel,177,44.25,3,8,Summer
2023-05-08,France,Apparel,118,29.5,2,5,Spring
2024-05-18,Canada,Electronics,999,249.75,1,5,Spring
2025-01-04,Japan,Electronics,687,171.75,3,1,Winter
2023-09-20,Canada,Electronics,1998,499.5,2,9,Autumn
2024-12-06,UK,Sports,298,74.5,2,12,Winter
2024-06-19,France,Apparel,360,90.0,3,6,Summer
2023-07-24,Germany,Apparel,236,59.0,4,7,Summer
2025-06-29,Australia,Electronics,4995,1248.75,5,6,Summer
2024-03-14,Australia,Home & Kitchen,495,123.75,5,3,Spring
2024-10-15,USA,Electronics,3996,999.0,4,10,Autumn
2023-12-20,Brazil,Sports,447,111.75,3,12,Winter
2022-12-01,Germany,Sports,298,74.5,2,12,Winter
2024-02-16,USA,Apparel,480,120.0,4,2,Winter
2025-05-12,UK,Apparel,118,29.5,2,5,Spring
2023-02-23,Canada,Home & Kitchen,396,99.0,4,2,Winter
2024-02-05,China,Apparel,120,30.0,1,2,Winter
2024-03-11,India,Electronics,4495,1123.75,5,3,Spring
2022-09-01,Japan,Sports,298,74.5,2,9,Autumn
2024-09-08,UK,Apparel,360,90.0,3,9,Autumn
2023-05-04,China,Books,645,161.25,5,5,Spring
2024-03-23,China,Electronics,687,171.75,3,3,Spring
2023-10-10,Japan,Books,320,80.0,4,10,Autumn
2023-01-28,Australia,Home & Kitchen,798,199.5,2,1,Winter
2022-11-28,France,Toys,177,44.25,3,11,Autumn
2025-03-07,Japan,Sports,596,149.0,4,3,Spring
2024-02-25,Canada,Books,387,96.75,3,2,Winter
2024-01-09,USA,Electronics,229,57.25,1,1,Winter
2025-02-28,Japan,Apparel,220,55.0,2,2,Winter
2024-01-16,UK,Electronics,3596,899.0,4,1,Winter
2023-02-14,Brazil,Sports,745,186.25,5,2,Winter
2023-02-21,Brazil,Home & Kitchen,198,49.5,2,2,Winter
2022-10-06,France,Apparel,600,150.0,5,10,Autumn
2025-01-16,UK,Home & Kitchen,1995,498.75,5,1,Winter
2023-04-26,USA,Apparel,330,82.5,3,4,Spring
2022-10-28,Japan,Toys,236,59.0,4,10,Autumn
2023-11-04,China,Electronics,916,229.0,4,11,Autumn
2024-08-01,Japan,Home & Kitchen,1995,498.75,5,8,Summer
2024-10-14,Germany,Sports,447,111.75,3,10,Autumn
2024-10-25,India,Electronics,4495,1123.75,5,10,Autumn
2023-10-23,China,Electronics,3596,899.0,4,10,Autumn
2023-10-20,China,Toys,796,199.0,4,10,Autumn
2025-01-29,Germany,Books,240,60.0,3,1,Winter
2024-01-31,India,Home & Kitchen,1197,299.25,3,1,Winter
2025-08-01,Australia,Toys,199,49.75,1,8,Summer
2025-02-14,Australia,Electronics,398,99.5,2,2,Winter
2024-04-19,Canada,Apparel,110,27.5,1,4,Spring
2025-03-25,France,Home & Kitchen,495,123.75,5,3,Spring
2025-02-05,UK,Electronics,1798,449.5,2,2,Winter
2025-03-18,Brazil,Sports,50,12.5,2,3,Spring
2024-10-05,Brazil,Toys,295,73.75,5,10,Autumn
2024-07-01,Brazil,Books,160,40.0,2,7,Summer
2022-08-26,UK,Toys,995,248.75,5,8,Summer
2023-09-04,Germany,Apparel,440,110.0,4,9,Autumn
2024-06-30,China,Sports,50,12.5,2,6,Summer
2023-06-20,USA,Home & Kitchen,297,74.25,3,6,Summer
2024-03-29,Canada,Books,645,161.25,5,3,Spring
2023-02-13,India,Electronics,597,149.25,3,2,Winter
2025-04-04,Australia,Electronics,916,229.0,4,4,Spring
2024-06-06,Australia,Electronics,916,229.0,4,6,Summer
2025-07-06,China,Electronics,1798,449.5,2,7,Summer
2024-06-08,India,Books,387,96.75,3,6,Summer
2025-02-14,Brazil,Electronics,687,171.75,3,2,Winter
2022-09-23,UK,Apparel,59,14.75,1,9,Autumn
2023-11-01,USA,Apparel,295,73.75,5,11,Autumn
2025-02-05,Canada,Apparel,236,59.0,4,2,Winter
2025-04-12,Brazil,Electronics,3996,999.0,4,4,Spring
2022-12-18,Brazil,Electronics,1798,449.5,2,12,Winter
2023-06-21,India,Books,240,60.0,3,6,Summer
2024-09-01,France,Apparel,295,73.75,5,9,Autumn
2023-08-31,Australia,Apparel,600,150.0,5,8,Summer
2023-05-20,France,Electronics,1798,449.5,2,5,Spring
2024-04-30,Japan,Electronics,796,199.0,4,4,Spring
2024-01-24,Japan,Electronics,398,99.5,2,1,Winter
2023-07-12,UK,Sports,125,31.25,5,7,Summer
2023-05-02,USA,Home & Kitchen,198,49.5,2,5,Spring
2025-02-11,Australia,Apparel,177,44.25,3,2,Winter
2023-02-04,Australia,Apparel,110,27.5,1,2,Winter
2025-04-26,France,Electronics,899,224.75,1,4,Spring
2024-12-21,Australia,Apparel,360,90.0,3,12,Winter
2025-07-09,Brazil,Apparel,118,29.5,2,7,Summer
2024-04-23,Canada,Electronics,229,57.25,1,4,Spring
2025-04-26,France,Home & Kitchen,1995,498.75,5,4,Spring
2023-04-27,Japan,Toys,199,49.75,1,4,Spring
2024-01-06,China,Toys,118,29.5,2,1,Winter
2025-05-29,France,Electronics,1798,449.5,2,5,Spring
2023-10-08,UK,Books,645,161.25,5,10,Autumn
2025-06-17,Canada,Books,129,32.25,1,6,Summer
2024-01-26,China,Toys,597,149.25,3,1,Winter
2024-06-12,Japan,Home & Kitchen,1596,399.0,4,6,Summer
2024-07-06,Germany,Books,400,100.0,5,7,Summer
2024-01-14,Brazil,Apparel,600,150.0,5,1,Winter
2023-02-28,Canada,Toys,199,49.75,1,2,Winter
2024-08-18,Brazil,Electronics,458,114.5,2,8,Summer
2023-11-24,India,Apparel,59,14.75,1,11,Autumn
2024-03-24,Japan,Books,320,80.0,4,3,Spring
2024-04-26,Australia,Apparel,330,82.5,3,4,Spring
2024-02-03,India,Toys,796,199.0,4,2,Winter
2024-09-12,Brazil,Books,80,20.0,1,9,Autumn
2024-05-31,UK,Apparel,440,110.0,4,5,Spring
2023-02-20,UK,Electronics,916,229.0,4,2,Winter
2024-01-24,France,Apparel,220,55.0,2,1,Winter
2023-11-20,China,Home & Kitchen,399,99.75,1,11,Autumn
2024-05-06,Canada,Apparel,550,137.5,5,5,Spring
2024-10-02,Brazil,Home & Kitchen,399,99.75,1,10,Autumn
2025-08-20,USA,Apparel,360,90.0,3,8,Summer
2023-08-09,Brazil,Electronics,4995,1248.75,5,8,Summer
2025-07-28,Germany,Toys,995,248.75,5,7,Summer
2023-05-22,USA,Apparel,177,44.25,3,5,Spring
2023-06-22,USA,Apparel,440,110.0,4,6,Summer
2023-05-07,Australia,Books,320,80.0,4,5,Spring
2022-10-20,Germany,Toys,597,149.25,3,10,Autumn
2025-06-29,China,Sports,298,74.5,2,6,Summer
2024-01-21,USA,Toys,59,14.75,1,1,Winter
2024-11-15,China,Toys,177,44.25,3,11,Autumn
2024-05-07,Brazil,Apparel,295,73.75,5,5,Spring
2024-06-28,France,Electronics,687,171.75,3,6,Summer
2024-02-17,China,Apparel,120,30.0,1,2,Winter
2023-04-13,China,Electronics,3596,899.0,4,4,Spring
2023-10-24,Brazil,Electronics,3596,899.0,4,10,Autumn
2023-10-26,Brazil,Toys,597,149.25,3,10,Autumn
2024-02-20,Brazil,Electronics,2697,674.25,3,2,Winter
2024-04-29,India,Toys,398,99.5,2,4,Spring
2023-05-29,Australia,Books,129,32.25,1,5,Spring
2023-01-08,USA,Toys,796,199.0,4,1,Winter
2023-05-26,UK,Apparel,177,44.25,3,5,Spring
2024-06-23,Germany,Electronics,597,149.25,3,6,Summer
2023-06-09,Germany,Sports,75,18.75,3,6,Summer
2023-10-28,France,Apparel,600,150.0,5,10,Autumn
2025-07-05,France,Electronics,229,57.25,1,7,Summer
2023-10-08,Canada,Books,516,129.0,4,10,Autumn
2023-09-14,UK,Apparel,59,14.75,1,9,Autumn
2024-02-22,France,Books,400,100.0,5,2,Winter
2023-09-10,Canada,Toys,236,59.0,4,9,Autumn
2023-11-14,USA,Apparel,110,27.5,1,11,Autumn
2022-09-23,France,Electronics,4495,1123.75,5,9,Autumn
2024-07-27,Japan,Electronics,687,171.75,3,7,Summer
2022-10-23,France,Sports,745,186.25,5,10,Autumn
2024-08-24,France,Electronics,687,171.75,3,8,Summer
2022-09-06,India,Toys,398,99.5,2,9,Autumn
2024-01-29,Canada,Toys,177,44.25,3,1,Winter
2023-04-15,Japan,Electronics,999,249.75,1,4,Spring
2023-10-31,India,Sports,125,31.25,5,10,Autumn
2022-09-02,France,Electronics,995,248.75,5,9,Autumn
2022-10-16,Japan,Toys,199,49.75,1,10,Autumn
2024-06-04,Canada,Apparel,600,150.0,5,6,Summer
2024-08-05,France,Electronics,458,114.5,2,8,Summer
2024-11-13,Canada,Toys,796,199.0,4,11,Autumn
2025-06-01,China,Sports,447,111.75,3,6,Summer
2023-05-02,USA,Electronics,1998,499.5,2,5,Spring
2023-09-01,USA,Apparel,550,137.5,5,9,Autumn
2022-09-13,Brazil,Home & Kitchen,1995,498.75,5,9,Autumn
2023-05-16,Brazil,Sports,25,6.25,1,5,Spring
2024-08-20,Brazil,Books,160,40.0,2,8,Summer
2024-10-07,Japan,Apparel,600,150.0,5,10,Autumn
2023-05-09,UK,Home & Kitchen,99,24.75,1,5,Spring
2023-09-24,China,Electronics,398,99.5,2,9,Autumn
2024-03-04,France,Books,387,96.75,3,3,Spring
2023-07-12,Australia,Sports,100,25.0,4,7,Summer
2024-04-02,India,Electronics,597,149.25,3,4,Spring
2024-02-09,France,Toys,995,248.75,5,2,Winter
2025-04-25,Germany,Home & Kitchen,1995,498.75,5,4,Spring
2025-06-19,Australia,Sports,447,111.75,3,6,Summer
2024-01-18,China,Electronics,3996,999.0,4,1,Winter
2023-12-02,Canada,Home & Kitchen,399,99.75,1,12,Winter
2025-02-25,China,Books,240,60.0,3,2,Winter
2025-08-01,China,Books,80,20.0,1,8,Summer
2025-03-21,USA,Toys,118,29.5,2,3,Spring
2024-09-18,Brazil,Electronics,899,224.75,1,9,Autumn
2023-06-30,India,Electronics,229,57.25,1,6,Summer
2023-10-07,France,Home & Kitchen,399,99.75,1,10,Autumn
2024-09-16,France,Books,645,161.25,5,9,Autumn
2024-05-10,Japan,Apparel,220,55.0,2,5,Spring
2024-05-26,UK,Sports,596,149.0,4,5,Spring
2022-10-30,USA,Apparel,480,120.0,4,10,Autumn
2022-09-06,India,Books,400,100.0,5,9,Autumn
2023-09-03,UK,Toys,398,99.5,2,9,Autumn
2024-10-10,India,Sports,298,74.5,2,10,Autumn
2024-08-31,Australia,Books,240,60.0,3,8,Summer
2023-03-20,Japan,Electronics,3996,999.0,4,3,Spring
2024-06-18,China,Toys,118,29.5,2,6,Summer
2023-12-18,France,Toys,295,73.75,5,12,Winter
2024-05-18,Canada,Sports,745,186.25,5,5,Spring
2024-05-21,Japan,Home & Kitchen,297,74.25,3,5,Spring
2022-09-23,Brazil,Electronics,3596,899.0,4,9,Autumn
2023-01-10,Canada,Sports,298,74.5,2,1,Winter
2022-10-05,Japan,Sports,100,25.0,4,10,Autumn
2023-04-24,Australia,Sports,447,111.75,3,4,Spring
2023-05-03,Australia,Apparel,110,27.5,1,5,Spring
2023-07-20,Australia,Sports,149,37.25,1,7,Summer
2023-12-22,Canada,Books,516,129.0,4,12,Winter
2023-08-09,Canada,Apparel,110,27.5,1,8,Summer
2023-03-09,China,Books,320,80.0,4,3,Spring
2023-03-27,UK,Apparel,220,55.0,2,3,Spring
2023-09-06,Japan,Apparel,118,29.5,2,9,Autumn
2022-11-13,USA,Apparel,360,90.0,3,11,Autumn
2023-03-02,Japan,Sports,745,186.25,5,3,Spring
2023-08-21,Germany,Electronics,4995,1248.75,5,8,Summer
2025-02-22,Australia,Books,129,32.25,1,2,Winter
2024-03-28,France,Toys,295,73.75,5,3,Spring
2022-10-02,Brazil,Books,80,20.0,1,10,Autumn
2024-12-16,France,Books,516,129.0,4,12,Winter
2023-08-16,Brazil,Electronics,1798,449.5,2,8,Summer
2023-06-21,Canada,Books,320,80.0,4,6,Summer
2024-09-30,Australia,Sports,447,111.75,3,9,Autumn
2023-03-07,France,Home & Kitchen,798,199.5,2,3,Spring
2024-08-01,UK,Electronics,3596,899.0,4,8,Summer
2023-03-05,Canada,Books,400,100.0,5,3,Spring
2023-09-12,France,Books,320,80.0,4,9,Autumn
2025-07-02,China,Sports,25,6.25,1,7,Summer
2025-02-04,Canada,Sports,50,12.5,2,2,Winter
2025-06-15,USA,Books,258,64.5,2,6,Summer
2025-02-27,Brazil,Home & Kitchen,297,74.25,3,2,Winter
2025-03-06,Japan,Sports,50,12.5,2,3,Spring
2023-10-01,Australia,Electronics,1998,499.5,2,10,Autumn
2024-04-18,Australia,Toys,199,49.75,1,4,Spring
2024-06-12,Japan,Electronics,999,249.75,1,6,Summer
2022-09-15,India,Toys,796,199.0,4,9,Autumn
2024-02-18,Germany,Sports,100,25.0,4,2,Winter
2023-02-10,UK,Toys,199,49.75,1,2,Winter
2025-01-23,France,Apparel,240,60.0,2,1,Winter
2022-11-01,USA,Toys,398,99.5,2,11,Autumn
2024-06-10,Canada,Sports,745,186.25,5,6,Summer
2024-04-14,Japan,Books,80,20.0,1,4,Spring
2025-01-21,Brazil,Sports,298,74.5,2,1,Winter
2024-10-24,Germany,Home & Kitchen,396,99.0,4,10,Autumn
2023-07-17,Brazil,Electronics,3996,999.0,4,7,Summer
2024-01-26,Japan,Electronics,4495,1123.75,5,1,Winter
2025-08-04,Brazil,Toys,398,99.5,2,8,Summer
2024-11-15,China,Toys,59,14.75,1,11,Autumn
2024-04-11,India,Books,320,80.0,4,4,Spring
2025-06-26,Brazil,Electronics,999,249.75,1,6,Summer
2023-03-17,India,Books,645,161.25,5,3,Spring
2024-08-11,China,Apparel,440,110.0,4,8,Summer
2024-10-26,India,Sports,25,6.25,1,10,Autumn
2023-11-29,Canada,Apparel,110,27.5,1,11,Autumn
2025-07-31,Brazil,Apparel,110,27.5,1,7,Summer
2023-02-15,Germany,Electronics,398,99.5,2,2,Winter
2024-11-13,China,Home & Kitchen,1596,399.0,4,11,Autumn
2024-06-28,Germany,Apparel,550,137.5,5,6,Summer
2024-03-30,Canada,Sports,50,12.5,2,3,Spring
2023-12-13,Brazil,Home & Kitchen,399,99.75,1,12,Winter
2023-02-28,China,Electronics,995,248.75,5,2,Winter
2024-06-13,UK,Books,240,60.0,3,6,Summer
2023-09-28,Japan,Toys,199,49.75,1,9,Autumn
2024-03-14,India,Books,516,129.0,4,3,Spring
2024-06-17,UK,Electronics,458,114.5,2,6,Summer
2025-08-02,France,Electronics,398,99.5,2,8,Summer
2023-06-19,China,Electronics,1998,499.5,2,6,Summer
2023-05-11,Brazil,Toys,199,49.75,1,5,Spring
2024-08-14,Australia,Home & Kitchen,1596,399.0,4,8,Summer
2024-05-13,France,Apparel,120,30.0,1,5,Spring
2023-03-20,Germany,Sports,25,6.25,1,3,Spring
2025-08-15,UK,Apparel,177,44.25,3,8,Summer
2023-08-27,Japan,Apparel,600,150.0,5,8,Summer
2023-10-22,USA,Toys,199,49.75,1,10,Autumn
2025-02-17,Germany,Apparel,177,44.25,3,2,Winter
2024-11-10,Japan,Home & Kitchen,198,49.5,2,11,Autumn
2023-09-13,Canada,Apparel,600,150.0,5,9,Autumn
2023-11-15,Australia,Sports,447,111.75,3,11,Autumn
2025-02-26,Japan,Electronics,1998,499.5,2,2,Winter
2023-05-22,Australia,Electronics,687,171.75,3,5,Spring
2024-06-17,China,Sports,125,31.25,5,6,Summer
2023-06-08,India,Home & Kitchen,495,123.75,5,6,Summer
2022-12-12,Brazil,Electronics,2997,749.25,3,12,Winter
2025-03-06,Germany,Electronics,1798,449.5,2,3,Spring
2023-12-25,Germany,Sports,596,149.0,4,12,Winter
2023-03-04,China,Toys,199,49.75,1,3,Spring
2024-02-04,UK,Sports,125,31.25,5,2,Winter
2023-01-08,Canada,Sports,447,111.75,3,1,Winter
2025-08-20,USA,Toys,597,149.25,3,8,Summer
2025-06-30,France,Electronics,458,114.5,2,6,Summer
2024-07-02,USA,Books,258,64.5,2,7,Summer
2025-06-09,UK,Apparel,177,44.25,3,6,Summer
2023-09-28,USA,Books,400,100.0,5,9,Autumn
2023-11-26,Canada,Electronics,995,248.75,5,11,Autumn
2024-10-06,China,Home & Kitchen,798,199.5,2,10,Autumn
2023-05-08,France,Electronics,687,171.75,3,5,Spring
2023-08-09,Japan,Sports,596,149.0,4,8,Summer
2023-08-30,Germany,Electronics,2997,749.25,3,8,Summer
2024-07-20,India,Books,387,96.75,3,7,Summer
2023-11-12,Australia,Toys,118,29.5,2,11,Autumn
2024-04-27,UK,Apparel,440,110.0,4,4,Spring
2022-12-05,USA,Electronics,2697,674.25,3,12,Winter
2024-05-04,China,Home & Kitchen,495,123.75,5,5,Spring
2024-07-24,Australia,Electronics,3596,899.0,4,7,Summer
2024-09-12,China,Electronics,999,249.75,1,9,Autumn
2024-01-23,Australia,Books,258,64.5,2,1,Winter
2022-09-12,China,Apparel,59,14.75,1,9,Autumn
2024-08-03,India,Sports,25,6.25,1,8,Summer
2023-10-11,China,Toys,295,73.75,5,10,Autumn
2024-01-03,Australia,Books,516,129.0,4,1,Winter
2023-11-03,France,Apparel,120,30.0,1,11,Autumn
2025-02-11,Canada,Sports,125,31.25,5,2,Winter
2023-07-28,Japan,Sports,447,111.75,3,7,Summer
2024-01-24,UK,Toys,177,44.25,3,1,Winter
2023-02-24,Australia,Apparel,360,90.0,3,2,Winter
2025-05-26,USA,Apparel,440,110.0,4,5,Spring
2023-09-09,Japan,Apparel,59,14.75,1,9,Autumn
2023-03-03,Germany,Books,320,80.0,4,3,Spring
2024-10-04,Canada,Electronics,1145,286.25,5,10,Autumn
2024-12-20,USA,Electronics,199,49.75,1,12,Winter
2023-05-03,Australia,Books,645,161.25,5,5,Spring
2024-12-18,USA,Apparel,177,44.25,3,12,Winter
2023-06-29,India,Electronics,796,199.0,4,6,Summer
2023-01-23,USA,Electronics,1798,449.5,2,1,Winter
2023-04-14,Japan,Electronics,999,249.75,1,4,Spring
2022-08-27,Germany,Books,129,32.25,1,8,Summer
2024-06-18,China,Sports,596,149.0,4,6,Summer
2023-07-11,USA,Apparel,550,137.5,5,7,Summer
2022-11-22,USA,Apparel,330,82.5,3,11,Autumn
2025-07-23,Japan,Electronics,1998,499.5,2,7,Summer
2024-05-20,USA,Apparel,295,73.75,5,5,Spring
2024-11-28,Canada,Apparel,59,14.75,1,11,Autumn
2025-01-19,France,Apparel,240,60.0,2,1,Winter
2024-03-27,UK,Books,320,80.0,4,3,Spring
2024-02-23,Germany,Apparel,330,82.5,3,2,Winter
2022-09-27,Canada,Apparel,118,29.5,2,9,Autumn
2023-04-01,Brazil,Sports,25,6.25,1,4,Spring
2022-08-25,Canada,Toys,796,199.0,4,8,Summer
2025-05-13,Australia,Books,645,161.25,5,5,Spring
2024-11-05,USA,Sports,100,25.0,4,11,Autumn
2022-09-01,Australia,Apparel,236,59.0,4,9,Autumn
2023-09-14,UK,Apparel,120,30.0,1,9,Autumn
2022-10-21,Canada,Toys,236,59.0,4,10,Autumn
2025-07-10,Canada,Apparel,550,137.5,5,7,Summer
2022-09-14,France,Sports,298,74.5,2,9,Autumn
2024-12-30,Germany,Apparel,600,150.0,5,12,Winter
2024-03-14,China,Electronics,999,249.75,1,3,Spring
2023-01-12,Japan,Electronics,4995,1248.75,5,1,Winter
2024-05-09,China,Electronics,995,248.75,5,5,Spring
2024-05-13,France,Home & Kitchen,399,99.75,1,5,Spring
2024-05-04,China,Electronics,796,199.0,4,5,Spring
2023-08-25,Brazil,Apparel,118,29.5,2,8,Summer
2025-05-10,China,Electronics,687,171.75,3,5,Spring
2022-12-13,Japan,Apparel,330,82.5,3,12,Winter
2025-01-17,UK,Electronics,796,199.0,4,1,Winter
2024-10-18,France,Sports,100,25.0,4,10,Autumn
2023-03-20,France,Sports,100,25.0,4,3,Spring
2022-11-01,UK,Home & Kitchen,1596,399.0,4,11,Autumn
2024-09-15,China,Home & Kitchen,495,123.75,5,9,Autumn
2024-09-28,USA,Electronics,916,229.0,4,9,Autumn
2024-06-02,USA,Toys,236,59.0,4,6,Summer
2024-05-12,Canada,Home & Kitchen,399,99.75,1,5,Spring
2022-09-02,China,Electronics,3596,899.0,4,9,Autumn
2024-04-29,Japan,Home & Kitchen,798,199.5,2,4,Spring
2025-01-03,China,Sports,745,186.25,5,1,Winter
2024-11-02,UK,Books,80,20.0,1,11,Autumn
2022-10-10,UK,Apparel,330,82.5,3,10,Autumn
2024-06-29,France,Toys,597,149.25,3,6,Summer
2024-08-21,Canada,Sports,149,37.25,1,8,Summer
2022-10-18,USA,Home & Kitchen,798,199.5,2,10,Autumn
2024-10-27,India,Books,516,129.0,4,10,Autumn
2025-04-24,Japan,Home & Kitchen,1995,498.75,5,4,Spring
2024-05-16,Canada,Toys,995,248.75,5,5,Spring
2024-03-26,USA,Electronics,796,199.0,4,3,Spring
2025-07-20,China,Home & Kitchen,198,49.5,2,7,Summer
2025-02-19,Japan,Sports,50,12.5,2,2,Winter
2025-06-21,India,Sports,75,18.75,3,6,Summer
2024-11-01,Australia,Home & Kitchen,99,24.75,1,11,Autumn
2024-07-25,Brazil,Home & Kitchen,396,99.0,4,7,Summer
2025-04-05,UK,Toys,236,59.0,4,4,Spring
2023-10-29,France,Sports,75,18.75,3,10,Autumn
2025-03-26,Brazil,Home & Kitchen,495,123.75,5,3,Spring
2023-04-29,France,Home & Kitchen,798,199.5,2,4,Spring
2023-04-10,Australia,Sports,447,111.75,3,4,Spring
2022-12-25,Australia,Apparel,480,120.0,4,12,Winter
2025-04-23,India,Sports,125,31.25,5,4,Spring
2023-09-27,Australia,Electronics,916,229.0,4,9,Autumn
2023-05-08,Brazil,Sports,745,186.25,5,5,Spring
2024-05-02,Australia,Electronics,2997,749.25,3,5,Spring
2022-10-31,France,Electronics,597,149.25,3,10,Autumn
2023-10-28,UK,Apparel,295,73.75,5,10,Autumn
2022-09-29,France,Books,129,32.25,1,9,Autumn
2023-10-12,Japan,Electronics,916,229.0,4,10,Autumn
2022-10-07,UK,Apparel,120,30.0,1,10,Autumn
